symbol,list_name,transcript_cluster_id,feature_label,feature_type,seqname,strand,start,stop,n_probes,DNp73beta_mean_log2,DNp73beta_sd_log2,GFP_mean_log2,GFP_sd_log2,TAp73alpha_mean_log2,TAp73alpha_sd_log2,log2FC_TAp73alpha_vs_GFP,log2FC_DNp73beta_vs_GFP,log2FC_TAp73alpha_vs_DNp73beta,p_TAp73alpha_vs_GFP,p_DNp73beta_vs_GFP,p_TAp73alpha_vs_DNp73beta,p_paired_TAp73alpha_vs_GFP,p_paired_DNp73beta_vs_GFP,p_paired_TAp73alpha_vs_DNp73beta,q_TAp73alpha_vs_GFP,q_DNp73beta_vs_GFP,q_TAp73alpha_vs_DNp73beta,q_paired_TAp73alpha_vs_GFP,q_paired_DNp73beta_vs_GFP,q_paired_TAp73alpha_vs_DNp73beta
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145790.hg.1,probeset_region,chr1,+,3707576.0,3707791.0,6,12.985619532797886,0.21342639422413326,7.6014025672597425,0.40277075080736335,13.415579943044925,0.03407716008468978,5.8141773757851825,5.384216965538143,0.42996041024703935,0.0014936011073115657,0.00023411302381462598,0.06977587574250538,0.0015995739459946049,0.001323448953608404,0.09160896439961887,0.0029108751014018685,0.0009169426766072852,0.14906664363171604,0.0032686945852933233,0.004206722338286742,0.17317108092057082
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145791.hg.1,probeset_region,chr1,+,3707792.0,3708534.0,6,6.073766735880717,0.120648569379196,6.114660213129436,0.2495262746519657,6.039529414811491,0.11699064690680992,-0.07513079831794478,-0.04089347724871839,-0.03423732106922639,0.6707026509887163,0.8154173151068922,0.7420167569614438,0.718377336524573,0.701364137314157,0.8177032713664415,0.7005116576993259,0.9124908050005699,0.7749952794930635,0.7503052181478873,0.8241028613441345,0.8540456389827278
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145792.hg.1,probeset_region,chr1,+,3722021.0,3722207.0,6,12.806949138307866,0.19705325404959512,6.463027144974973,0.17585179906271664,13.152966093645118,0.08862688016839947,6.689938948670145,6.343921993332893,0.34601695533725163,1.2494453468089328e-05,2.2821698641320544e-06,0.07566621677793973,0.000353998899160062,0.00017896508212884204,0.1644113124475336,0.0001468098282500496,8.797551029666176e-05,0.1546222690679638,0.001279842173886378,0.001401893143342596,0.241479115157315
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145793.hg.1,probeset_region,chr1,+,3723354.0,3723469.0,6,13.084891432142529,0.19576576888584749,6.31748385074414,0.29159694873628866,13.324084247101034,0.04936306431794096,7.006600396356894,6.7674075813983885,0.2391928149585052,0.00041870071574084174,1.6564520896332333e-05,0.16208111351417936,0.000730397709814695,0.0001276649865166317,0.19971259648270195,0.0010932740911010867,0.00011121892601823139,0.2116058981990675,0.0020193348447818038,0.001401893143342596,0.26073588985241647
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145794.hg.1,probeset_region,chr1,+,3727115.0,3727224.0,6,13.261376085650078,0.1883026783392006,7.034535620606946,0.536035304239069,13.497796024829055,0.04310209979126043,6.463260404222109,6.226840465043131,0.23641993917897786,0.0021622612027239205,0.0009376412000911776,0.15595460116162937,0.0024758790804940522,0.0011776889043547103,0.17350120100551908,0.003629509876000867,0.0031477954574489534,0.2116058981990675,0.00430986358456372,0.004206722338286742,0.24710777112907262
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145795.hg.1,probeset_region,chr1,+,3727478.0,3727627.0,6,6.266341206317445,0.10420719590380277,6.295906870361553,0.10042137691787432,6.141932112537963,0.14942172956232888,-0.15397475782359038,-0.02956566404410843,-0.12440909377948195,0.22239034451560674,0.7413363267770183,0.30954362004476776,0.345623350742012,0.05092609646622216,0.4197314801714197,0.2613086548058379,0.8710701839629965,0.3730397472334381,0.3962023776798674,0.11397745399583056,0.49318448920141816
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145796.hg.1,probeset_region,chr1,+,3727628.0,3727770.0,6,12.643350179309175,0.20717436206352097,6.754776532608343,0.20939602888148068,12.96886207374436,0.042392934545214464,6.214085541136017,5.8885736467008325,0.32551189443518425,0.0002316632129062782,4.1558747560134354e-06,0.10720284672954174,0.0005187068174801558,0.0011946502571217792,0.08123021788239758,0.0007092780501357155,8.797551029666176e-05,0.17706816516733742,0.0016252813614378214,0.004206722338286742,0.17317108092057082
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145797.hg.1,probeset_region,chr1,+,3728129.0,3728217.0,6,12.91621294257927,0.27993976455584124,7.33423661432107,0.12760631835099306,13.268193324933792,0.03774639284303119,5.933956710612722,5.581976328258199,0.35198038235452245,4.731669181543126e-05,0.00011918395371820973,0.1590933715048071,0.0002584232822917078,0.0002503967502856051,0.19461149563355826,0.00027798556441565865,0.0005601645824755857,0.2116058981990675,0.001279842173886378,0.00147108090792793,0.26073588985241647
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145798.hg.1,probeset_region,chr1,+,3729327.0,3729448.0,6,13.406957858259682,0.10524404735353178,7.816123771129203,0.20712203540584517,13.541584379094552,0.04460576359032509,5.725460607965348,5.590834087130479,0.13462652083486937,0.00025391424829876143,3.3247226796497315e-05,0.1442683800448087,0.00026991299054808754,0.000138338476342024,0.06494912773708728,0.0007092780501357155,0.00017362440660393042,0.2054731473365457,0.001279842173886378,0.001401893143342596,0.1606636317706896
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145799.hg.1,probeset_region,chr1,+,3729449.0,3729751.0,6,5.8101264988762935,0.08258036976510996,5.969519676799629,0.19495035903832064,5.96856287250035,0.2471228090422616,-0.0009568042992791348,-0.1593931779233353,0.15843637362405616,0.9960642081915805,0.29242997854298614,0.3851844996049187,0.9958259341836495,0.4152585444841994,0.4652241023330739,0.9960642081915805,0.4390729761120043,0.45259178703577946,0.9958259341836495,0.5576329025930679,0.5333056782842553
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145800.hg.1,probeset_region,chr1,+,3730000.0,3730148.0,6,12.751869256373757,0.22854894942112447,6.808581088461225,0.14212524342040705,13.066928742617131,0.05926196553570548,6.258347654155906,5.943288167912532,0.3150594862433742,1.8948395923560127e-05,1.544809488299861e-05,0.1319728471529905,0.0001447090341498944,0.0002314966362606766,0.09025385214721052,0.0001781149216814652,0.00011121892601823139,0.20008786503840498,0.001279842173886378,0.00147108090792793,0.17317108092057082
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145801.hg.1,probeset_region,chr1,+,3730927.0,3731065.0,6,12.991449721969127,0.22224022611974456,7.124232992254598,0.15649507279767075,13.406561930406703,0.015254019356861766,6.282328938152105,5.86721672971453,0.41511220843757535,0.0001822058878580122,8.728139342418695e-06,0.08303455497265928,0.0002488954280445136,0.00017415125513255266,0.09153889016552852,0.0006116911949518981,0.00010255563727341967,0.15610496334859947,0.001279842173886378,0.001401893143342596,0.17317108092057082
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145802.hg.1,probeset_region,chr1,+,3731463.0,3731555.0,6,6.073279880993296,0.5199462900532128,6.060355435010592,0.7215402597038724,13.150994125845818,0.07862359703414873,7.090638690835226,0.012924445982704036,7.077714244852522,0.0031337674343841454,0.9812387120418193,0.0014622060537956324,0.003960174891556391,0.9870529591859172,0.0013609643157606076,0.005078864462622581,0.9812387120418193,0.005248936560296186,0.00654592681424002,0.9870529591859172,0.00581502934915896
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145805.hg.1,probeset_region,chr1,+,3732763.0,3733079.0,6,7.423134865662846,0.330209581841782,7.484400151090416,0.13846284107067436,13.393186819836293,0.04966678306990645,5.908786668745877,-0.06126528542756926,5.970051954173447,3.485237512330201e-05,0.7883971941723485,0.0008106910134362407,0.00015552232371024256,0.8150764396063596,0.0008158590487384049,0.00027301027179919905,0.9037723933195214,0.0034638616028639375,0.001279842173886378,0.9121093490833072,0.004260597254522781
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145807.hg.1,probeset_region,chr1,+,3733092.0,3733141.0,6,8.368771926361314,0.12491273821585,8.257528732807145,0.09462464636719527,8.370618025322026,0.10843467694854461,0.11308929251488031,0.11124319355416823,0.0018460989607120837,0.24634831077249694,0.2907918519517894,0.9855204834393165,0.14342477619723948,0.3391863343636047,0.9895708321044941,0.2823992830806672,0.4390729761120043,0.9855204834393165,0.1821882292235204,0.4830835671239218,0.9895708321044941
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145808.hg.1,probeset_region,chr1,+,3733142.0,3733292.0,6,6.247831255277146,0.2980273322648745,6.333271500650753,0.0321504084126675,6.390554708094668,0.28375379542572565,0.05728320744391535,-0.08544024537360695,0.1427234528175223,0.7606831472629232,0.6694319166027044,0.5804722466668072,0.7821147671502476,0.6742508862721139,0.5039944660196172,0.7772197374208129,0.8067512841109514,0.639492767800555,0.7991172620882965,0.8125587603792143,0.5639938072124288
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145809.hg.1,probeset_region,chr1,+,3733293.0,3733367.0,6,7.712108321513415,0.27113930815698434,7.573637849891867,0.29111561313212414,7.8445742016507465,0.2759742063207762,0.27093635175887965,0.1384704716215479,0.13246588013733174,0.3071756923552177,0.5792604622374025,0.5850678513919971,0.39351510907666076,0.007085301965744821,0.6410382274789838,0.3437442271594103,0.7358173439231869,0.639492767800555,0.44036214587150135,0.017526799599474032,0.7006696905002846
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145810.hg.1,probeset_region,chr1,+,3733368.0,3736200.0,6,5.632802033197141,0.082291539347018,5.470180381088639,0.24985319001059875,5.581770187785459,0.18333780138360112,0.11158980669681995,0.162621652108502,-0.05103184541168204,0.5694951966229802,0.379014037683868,0.6920384479903696,0.6582202365058923,0.40486836703279505,0.7626301351848268,0.618107280838701,0.5398078718527817,0.7392228876260766,0.7192941383886313,0.5576329025930679,0.8146276444019741
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047895.hg.1,junction,chr1,+,,,4,7.294609263760928,0.018325808273686375,7.329279735715648,0.3881316707014518,12.753641634571318,0.06597795228606813,5.42436189885567,-0.03467047195471995,5.45903237081039,0.0013115846039469213,0.891310415829663,1.4336557918363687e-05,0.0015341543465065954,0.890171104038348,2.5705673664513837e-05,0.0028020216538866046,0.9309242120887591,0.00033690911108154667,0.0032686945852933233,0.950864588404599,0.0012081666622321503
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047896.hg.1,junction,chr1,+,,,4,5.851756077459875,0.16171912771952368,6.204240171971293,0.18947688451502254,13.212551008317563,0.03864891795599314,7.00831083634627,-0.3524840945114178,7.360794930857688,0.00014276309581535065,0.07194235293543022,7.40408913533036e-05,0.00035055025035203775,0.2070418513407397,0.00012190743644288198,0.0005591554586101234,0.16101383752215337,0.0010013623526459142,0.001279842173886378,0.3355505866556816,0.0015473958717680046
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047897.hg.1,junction,chr1,+,,,4,5.954593118404816,0.2382006262492517,6.260255734680517,0.729400639411342,13.352611359635945,0.07238819638885931,7.092355624955428,-0.30566261627570146,7.39801824123113,0.0032518810232932934,0.550424358453377,0.00011544725582512848,0.004178251158025545,0.6363102533768684,0.00016822097045028565,0.005094613603159492,0.7186095790919089,0.0010013623526459142,0.00654592681424002,0.7870153133871794,0.0015812771222326852
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047898.hg.1,junction,chr1,+,,,4,12.972513726896898,0.22220222226307174,6.456804923613732,0.1317775502834717,13.330110626502387,0.015337074584684699,6.873305702888655,6.515708803283165,0.3575968996054897,0.00010087110592544507,1.2894711660445091e-05,0.10751944190851957,9.72342790343008e-05,9.481502528631283e-05,0.09579676816882642,0.000503293942630396,0.00011121892601823139,0.17706816516733742,0.001279842173886378,0.001401893143342596,0.17317108092057082
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047899.hg.1,junction,chr1,+,,,4,12.661155425884848,0.14652339970857092,6.1755441908151925,0.25914807519562627,12.98194363151846,0.09013973362196832,6.8063994407032675,6.485611235069656,0.32078820563361177,0.00012713628664896913,2.6538834404535502e-05,0.04169211875479042,0.0006602562281438797,0.0004636288408603992,0.14335206456369337,0.0005432186793183227,0.00015591565212664607,0.10886275452639721,0.0019395026701726466,0.0021790555520438764,0.21734022691914803
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047900.hg.1,junction,chr1,+,,,4,12.82743340076829,0.20627124781652667,7.067075044671282,0.4044109730182885,13.17642501821951,0.11539086642347932,6.109349973548228,5.760358356097009,0.34899161745121887,0.0006961189617054918,0.00021797732683777657,0.07969016376915836,0.002337088658086149,0.0004276681404990675,0.19957991020143365,0.0016358795600079057,0.0009169426766072852,0.15605990404793513,0.004224737189617269,0.0021790555520438764,0.26073588985241647
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047901.hg.1,junction,chr1,+,,,4,13.338725061684462,0.17956785149480908,8.54265598618606,0.18546243359690448,13.590065294929879,0.04083146526196796,5.047409308743818,4.7960690754984014,0.25134023324541666,0.00025654737983632264,5.615458104042239e-06,0.13001040537055186,0.00028990210203134066,0.00010542011680678315,0.08842749137533312,0.0007092780501357155,8.797551029666176e-05,0.20008786503840498,0.001279842173886378,0.001401893143342596,0.17317108092057082
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047902.hg.1,junction,chr1,+,,,4,11.814996652412788,0.44417275706625614,5.613547904984357,0.188580466280394,12.43044225256574,0.04947906364480733,6.816894347581383,6.20144874742843,0.6154456001529525,0.00010708381758093532,0.000389077471505914,0.13679085567130586,0.00015821725982862096,0.0013425709590276836,0.1414035389554663,0.000503293942630396,0.0014066647046752274,0.2009115692672305,0.001279842173886378,0.004206722338286742,0.21734022691914803
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047903.hg.1,junction,chr1,+,,,4,13.299203013275163,0.09478758606557836,7.640420407314603,0.7079688548550661,13.505359879486043,0.04807840849956639,5.86493947217144,5.6587826059605595,0.2061568662108808,0.0046675365360435515,0.004577506563512084,0.04451099573729125,0.00506937116226662,0.00405347594575246,0.11750228656623905,0.007076587651420869,0.012655459322651054,0.11010614735014151,0.007685820794404231,0.011206668791197976,0.19723598102190126
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047904.hg.1,junction,chr1,+,,,4,7.548159295681528,0.0176264816845382,7.4347454228854035,0.22633942133458435,7.865378038072003,0.1994450656223677,0.43063261518659957,0.11341387279612469,0.3172187423904749,0.06975889589001903,0.4771534805733469,0.10925482531601671,0.21473904154404136,0.5045719065677327,0.09464042725310115,0.09107411407863596,0.6407489596270659,0.17706816516733742,0.2523183738142486,0.6587466557967621,0.17317108092057082
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047905.hg.1,junction,chr1,+,,,4,13.183494424386089,0.11522413925348782,6.409137915510313,0.4841403950670872,13.318040339255598,0.027600558649461548,6.9089024237452845,6.774356508875775,0.13454591486950918,0.0015846383828148729,0.0010258596240175187,0.17484852091952818,0.0018187770152330888,0.0010234786915938275,0.2442179895519614,0.0029108751014018685,0.0032143601552548917,0.22210487792480607,0.003419300788638207,0.004206722338286742,0.30205909234058387
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047906.hg.1,junction,chr1,+,,,4,11.416250969506846,0.6219503106086162,6.587731596181463,0.10555709647081894,12.505313811121743,0.09288576406943738,5.91758221494028,4.828519373325383,1.089062841614897,2.603795419960862e-07,0.00452159876290676,0.09057745439479116,0.0003413886662927913,0.0037981641965107935,0.11567112443322557,1.2237838473816052e-05,0.012655459322651054,0.1637361675598148,0.001279842173886378,0.011157107327250455,0.19723598102190126
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047907.hg.1,junction,chr1,+,,,4,5.115068791380829,0.3340842766519641,5.146941991235951,0.12383350095097546,12.266614256233595,0.053977682088426245,7.119672264997644,-0.031873199855121825,7.151545464852766,7.630731017144939e-06,0.8883379360488854,0.0005491010017319443,0.00020516219167726033,0.9148341470810317,0.0005117769612291901,0.0001468098282500496,0.9309242120887591,0.0028675274534890427,0.001279842173886378,0.9554934425068553,0.0036274547741833117
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047908.hg.1,junction,chr1,+,,,4,8.131038605603031,0.5456374867041041,6.873314367369788,0.23750589143612605,12.929913469938905,0.16753025797244633,6.056599102569117,1.2577242382332434,4.798874864335874,9.819663987139265e-06,0.041123923869707334,0.002236483838183904,0.0011128932154672385,0.04416158763052805,0.007280740709571962,0.0001468098282500496,0.10172760115138131,0.007007649359642898,0.002752946375103169,0.10377973093174091,0.022812987556658813
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047909.hg.1,junction,chr1,+,,,4,11.128489684121709,0.5783520826954508,6.644764575581669,0.05239513691541258,6.991054618016226,0.1479583867951661,0.34629004243455697,4.48372510854004,-4.137435066105483,0.04336716302881878,0.00520237183695828,0.004291856038038627,0.09486551453966728,0.005322167897997368,0.00834880278702766,0.05823590463869951,0.013583970907613287,0.012607327111738467,0.12739083381041036,0.013896771733659795,0.024524608186893754
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047910.hg.1,junction,chr1,+,,,4,4.943821430092269,0.04152243863068059,4.948259485731646,0.17113694016259814,5.027297050441009,0.14822388673869324,0.0790375647093624,-0.004438055639377048,0.08347562034873945,0.5786536246149542,0.9687751217920266,0.43502006649520386,0.673381746576591,0.9643316096822401,0.4007105324549244,0.618107280838701,0.9812387120418193,0.49868153964084344,0.7192941383886313,0.9852953403275062,0.48290756475337043
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047911.hg.1,junction,chr1,+,,,4,7.252874344526457,0.1885202240651309,7.071991349522651,0.1515778308650197,7.6778458966950796,0.19538186608711294,0.6058545471724281,0.180882995003806,0.42497155216862215,0.015017842327793083,0.2679276535038687,0.05354980718820045,0.015591741484414277,0.26019647022077735,0.016796095726734364,0.02075995851194926,0.4342275763683389,0.11984956846882959,0.021553289699043264,0.38239190914647786,0.04385647217536195
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047912.hg.1,junction,chr1,+,,,4,7.454187180310428,0.3592119699958452,7.0854958483895105,0.15544287880231666,10.01906486557321,0.1890516742293157,2.9335690171836992,0.3686913319209175,2.5648776852627817,4.223639354872499e-05,0.2103661511274798,0.001563513017960566,0.000197525051959791,0.12459664107882587,0.0016737963977156059,0.00027798556441565865,0.39548836411966204,0.005248936560296186,0.001279842173886378,0.2252323896424929,0.006555702557719457
TP73,TP73 probe pattern,TC0100006620.hg.1,JUC0100047913.hg.1,junction,chr1,+,,,4,5.973685746673316,0.11632508277094998,6.156589784467555,0.11412250667619311,7.599557074487529,0.0713490553650962,1.4429672900199737,-0.18290403779423947,1.6258713278142132,0.00016802327272173587,0.12382631723047301,0.00012783349182713798,0.0008716321637882352,0.07571330003618937,0.002205245657617348,0.0006074687552247374,0.2530363873840101,0.0010013623526459142,0.0022759284276692806,0.16175114098640456,0.007403324707715383
