symbol,list_name,transcript_cluster_id,feature_label,feature_type,seqname,strand,start,stop,n_probes,DNp73beta_mean_log2,DNp73beta_sd_log2,GFP_mean_log2,GFP_sd_log2,TAp73alpha_mean_log2,TAp73alpha_sd_log2,log2FC_TAp73alpha_vs_GFP,log2FC_DNp73beta_vs_GFP,log2FC_TAp73alpha_vs_DNp73beta,p_TAp73alpha_vs_GFP,p_DNp73beta_vs_GFP,p_TAp73alpha_vs_DNp73beta,p_paired_TAp73alpha_vs_GFP,p_paired_DNp73beta_vs_GFP,p_paired_TAp73alpha_vs_DNp73beta,q_TAp73alpha_vs_GFP,q_DNp73beta_vs_GFP,q_TAp73alpha_vs_DNp73beta,q_paired_TAp73alpha_vs_GFP,q_paired_DNp73beta_vs_GFP,q_paired_TAp73alpha_vs_DNp73beta
HDAC2,TP73-FUS panel,TC0600012927.hg.1,TC0600012927.hg.1,transcript_cluster_core,chr6,-,113933028.0,114011308.0,10,9.75494430410088,0.2411006585268377,9.635641089558186,0.13389440821728427,9.221053142743338,0.13547481749219484,-0.4145879468148479,0.11930321454269333,-0.5338911613575412,0.019610026379859435,0.5060693556831656,0.041202743252927936,0.052050397117432916,0.2924091784448081,0.03501262382402213,0.14959154710328068,0.7862563889643728,0.22231920281130232,0.20768250181026782,0.7017820282675394,0.28765562900478686
HDAC6,TP73-FUS panel,TC0X00007205.hg.1,TC0X00007205.hg.1,transcript_cluster_core,chrX,+,48801377.0,48824982.0,10,7.130081055884101,0.1068794618023471,7.32743565771155,0.09977120415972714,7.390858268416349,0.26885220483057226,0.06342261070479971,-0.19735460182744902,0.2607772125322487,0.7314206011257172,0.07986818245918367,0.22929428221565204,0.7335912444024681,0.0005721579580231113,0.256385038366189,0.8493916658234134,0.745282448101511,0.4269499673333347,0.8252901499527767,0.010298843244416003,0.4913307576692336
HDAC6,TP73-FUS panel,TC0X00009629.hg.1,TC0X00009629.hg.1,transcript_cluster_core,chrX,-,48823213.0,48823296.0,6,6.572666853631915,0.2851274701707397,6.5842007207706885,0.1014820531975715,6.5797232466505235,0.12810950922548103,-0.00447747412016497,-0.011533867138773246,0.007056393018608276,0.9645409662953301,0.9522862585841394,0.9714505605728723,0.9761142258526014,0.9291510273681307,0.978726197356502,0.9645409662953301,0.9522862585841394,0.97248060763048,0.9761142258526014,0.9291510273681307,0.9812509974118574
HES7,List A,TC1700009671.hg.1,TC1700009671.hg.1,transcript_cluster_core,chr17,-,8120590.0,8124092.0,10,6.408144784018497,0.3753938187269754,6.257133082531364,0.33618847496849963,6.557342442882928,0.14986360870552787,0.3002093603515643,0.15101170148713372,0.1491976588644306,0.25985378170203843,0.6314385096425039,0.5740384740232269,0.2535170856902903,0.5835722471919684,0.6584940496575489,0.5135276279025809,0.8419180128566719,0.7653846320309693,0.43460071832621194,0.7619046619586365,0.8717947785742102
INSM1,List A,TC2000006872.hg.1,TC2000006872.hg.1,transcript_cluster_core,chr20,+,20368121.0,20370949.0,10,6.153911026696882,0.14040897112066497,6.062495360296656,0.08362848449148892,6.916665586683855,0.2928944466988355,0.8541702263871995,0.09141566640022614,0.7627545599869734,0.029322457564913192,0.39887180679052925,0.029085799048288244,0.021788691832035623,0.5388916755031494,0.09267201782711879,0.15080121033383928,0.7862563889643728,0.22231920281130232,0.19609822648832062,0.7619046619586365,0.40852555319550415
ISL1,List B,TC0500007349.hg.1,TC0500007349.hg.1,transcript_cluster_core,chr5,+,51383124.0,51394738.0,10,6.187225383278668,0.12666239720725816,5.963006992269978,0.1717393462599327,5.937251724578945,0.2791712793135325,-0.02575526769103309,0.2242183910086899,-0.249973658699723,0.8995729768712583,0.14911603231189008,0.2591168597845724,0.7289736281933823,0.05866044684597335,0.1693709882642157,0.9252750619247228,0.745282448101511,0.4269499673333347,0.8252901499527767,0.45198486763255524,0.40852555319550415
ISL1,List B,TC0500007350.hg.1,TC0500007350.hg.1,transcript_cluster_core,chr5,+,51386838.0,51387343.0,6,5.472142942691544,0.09698865150216067,5.507312131854107,0.17810187593367466,5.818996032555606,0.2025898007068736,0.31168390070149865,-0.03516918916256273,0.3468530898640614,0.11709591861632142,0.7829718812821551,0.0790157749787526,0.24401569050869504,0.8248420255431125,0.1505365345343514,0.32430474773526524,0.8808433664424246,0.2585970817486449,0.43460071832621194,0.8780625277413036,0.40852555319550415
KLF15,List A,TC0300012275.hg.1,TC0300012275.hg.1,transcript_cluster_core,chr3,-,126342635.0,126357442.0,10,7.117900505706246,0.34518101287772646,7.283893348724579,0.22564316798971343,7.441592636937948,0.17663429328649025,0.15769928821336876,-0.16599284301833261,0.3236921312317014,0.3973552544037729,0.5298408031886398,0.24455149507354978,0.18829970762325032,0.5038708204954127,0.33257337255124064,0.550184198405224,0.7862563889643728,0.4269499673333347,0.3987523220257066,0.7619046619586365,0.5205496266019419
LMX1B,List B,TC0900008784.hg.1,TC0900008784.hg.1,transcript_cluster_core,chr9,+,126614443.0,126701033.0,10,7.573967910430858,0.09338211491058165,7.528214520399666,0.0750361794125354,7.561008894655941,0.039598711916564416,0.03279437425627485,0.04575339003119261,-0.01295901577491776,0.5506145847147078,0.5460113812252588,0.8405448706371237,0.6313061524736221,0.25724639355872786,0.8437608810633731,0.6835215534389476,0.7862563889643728,0.916958040695044,0.7836903961741516,0.7017820282675394,0.9204664157054979
MDM2,TP73-FUS panel,TC1200008116.hg.1,TC1200008116.hg.1,transcript_cluster_core,chr12,+,68808172.0,68850686.0,10,9.228657395300127,0.25194129223212447,10.108983053848199,0.6457763699198357,10.943425933377746,0.04332603387603089,0.8344428795295471,-0.8803256585480721,1.7147685380776192,0.1540393537708183,0.1290803983557527,0.00592797768979462,0.13854802118096415,0.06852606599750573,0.005092305390600789,0.3465885459843412,0.745282448101511,0.12355828684273204,0.33251525083431394,0.45198486763255524,0.1833229940616284
NFIX,List A,TC1900007115.hg.1,TC1900007115.hg.1,transcript_cluster_core,chr19,+,12995608.0,13098796.0,10,8.55176980131139,0.36241031310524086,8.391348286200893,0.18652342372234862,8.658872906251226,0.16443683924070687,0.26752462005033273,0.16042151511049774,0.10710310493983499,0.13697593063542088,0.5444862200668967,0.6750772956518467,0.3107788461648896,0.36711336832237806,0.7306536012935967,0.3287422335250101,0.7862563889643728,0.8380269877057407,0.5085472028152739,0.7381154481798479,0.8717947785742102
PATZ1,List A,TC2200008477.hg.1,TC2200008477.hg.1,transcript_cluster_core,chr22,-,31325804.0,31346263.0,10,7.990813146089948,0.5618936335543715,7.895555953670577,0.5181501085083492,7.396345959614038,0.05083584858339717,-0.4992099940565389,0.09525719241937125,-0.5944671864759101,0.23630134251744392,0.8397218104707269,0.20751169930530577,0.22967473116201517,0.82928127620012,0.18156691253133517,0.5004028429781165,0.8891172110866521,0.4269499673333347,0.43460071832621194,0.8780625277413036,0.40852555319550415
PLAGL2,List A,TC2000008845.hg.1,TC2000008845.hg.1,transcript_cluster_core,chr20,-,32192503.0,32207791.0,10,8.402785820939185,0.916452638888148,7.909994918790819,0.8803241408867737,7.475870124712205,0.13022995081591052,-0.43412479407861415,0.4927909021483661,-0.9269156962269802,0.4838649648401983,0.5386471875013235,0.2201057653622159,0.5109023209925477,0.47089191337931025,0.26474990861702696,0.6221120976516835,0.7862563889643728,0.4269499673333347,0.6573235170249304,0.7619046619586365,0.4913307576692336
POU1F1,List B,TC0300011712.hg.1,TC0300011712.hg.1,transcript_cluster_core,chr3,-,87259404.0,87276587.0,10,5.698894811006689,0.11057575071804494,5.408084602994258,0.11561979546999825,5.521330554824975,0.13999142780071536,0.1132459518307174,0.29081020801243085,-0.17756425618171345,0.3427941563259592,0.03466121841413301,0.16363058115475537,0.5112516243527236,0.10004562628753799,0.27296153203846313,0.550184198405224,0.6239019314543943,0.4269499673333347,0.6573235170249304,0.5084996501963321,0.4913307576692336
POU2F2,List B,TC1900010789.hg.1,TC1900010789.hg.1,transcript_cluster_core,chr19,-,42086110.0,42196585.0,10,5.887034620356371,0.12267604299917166,6.041719819549255,0.06233447310411402,5.927336845698591,0.1633499871911192,-0.1143829738506641,-0.15468519919288415,0.040302225342220055,0.35171213514535343,0.14767910419794675,0.7510334421703594,0.4282899426896165,0.27891008572746806,0.7507121704389033,0.550184198405224,0.745282448101511,0.8721678683268689,0.6320108302135028,0.7017820282675394,0.8717947785742102
POU4F2,List B,TC0400008934.hg.1,TC0400008934.hg.1,transcript_cluster_core,chr4,+,146638893.0,146642474.0,10,6.13506904657432,0.09696653115576719,6.023874286440312,0.0669140111933182,5.896471906096008,0.08970593315370387,-0.12740238034430362,0.11119476013400842,-0.23859714047831204,0.12565793549292772,0.18632061202537775,0.035528002407308495,0.13390492156567665,0.1551280060129371,0.13340905847559267,0.32430474773526524,0.745282448101511,0.22231920281130232,0.33251525083431394,0.5084996501963321,0.40852555319550415
REST,TP73-FUS panel,TC0400007609.hg.1,TC0400007609.hg.1,transcript_cluster_core,chr4,+,56907876.0,56935844.0,10,8.134440486631542,0.07994841132708332,8.041761690029722,0.014765517757787491,8.30978257791089,0.18341265190177072,0.2680208878811676,0.09267879660182032,0.1753420912793473,0.1261185130081587,0.17883327829718093,0.23486909200348777,0.13652910752591185,0.13287966246777747,0.3234409090555669,0.32430474773526524,0.745282448101511,0.4269499673333347,0.33251525083431394,0.5084996501963321,0.5205496266019419
SP1,List A,TC1200007713.hg.1,TC1200007713.hg.1,transcript_cluster_core,chr12,+,53380176.0,53416446.0,10,9.898670270659988,0.10643520600222393,9.931915669773169,0.05732267487906526,9.99722634694605,0.09707748919974406,0.06531067717288153,-0.033245399113180696,0.09855607628606222,0.38453997282934294,0.6656947838822245,0.30213076272923356,0.4973582711489749,0.5823515355476898,0.27160117339504397,0.550184198405224,0.8500988640468133,0.47290032427184386,0.6573235170249304,0.7619046619586365,0.4913307576692336
TARDBP,TP73-FUS panel,TC0100006840.hg.1,TC0100006840.hg.1,transcript_cluster_core,chr1,+,11012344.0,11030528.0,10,9.809139025586253,0.2323455985005991,9.592408736803753,0.1274825416161776,9.680742729563294,0.12383235316170847,0.08833399275954079,0.21673028878250022,-0.12839629602295943,0.4378894607660883,0.24873624551364154,0.45937787925154,0.18682798057888583,0.07533081127209254,0.32437424454999064,0.5838526143547844,0.7462087365409247,0.6360616789636708,0.3987523220257066,0.45198486763255524,0.5205496266019419
TERT,TP73-FUS panel,TC0500009852.hg.1,TC0500009852.hg.1,transcript_cluster_core,chr5,-,1253147.0,1295069.0,10,6.833358023115859,0.23720069323872103,6.538265636522451,0.4353748637117182,6.879325087509328,0.14952497429741873,0.3410594509868776,0.2950923865934083,0.045967064393469315,0.3067464880707474,0.37639662081480063,0.7930076592767469,0.41713812470194156,0.3763240515807482,0.8304536309409829,0.550184198405224,0.7862563889643728,0.8921336166863403,0.6320108302135028,0.7381154481798479,0.9204664157054979
TERT,TP73-FUS panel,TC0500009853.hg.1,TC0500009853.hg.1,transcript_cluster_core,chr5,-,1255086.0,1255285.0,6,6.353452253803663,0.3476257219003845,6.261878135848524,0.14534529473743166,6.087732139787317,0.1839172424713505,-0.17414599606120706,0.09157411795513948,-0.26572011401634654,0.2710284702819177,0.7052464526893518,0.3254433988941532,0.43889640987048806,0.5925925148567173,0.47760219084505173,0.5135276279025809,0.8500988640468133,0.4881650983412298,0.6320108302135028,0.7619046619586365,0.6612953411700716
TFAP2A,List A,TC0600010777.hg.1,TC0600010777.hg.1,transcript_cluster_core,chr6,-,10393186.0,10419659.0,10,10.142526713413938,0.2575948564630465,10.267883429750444,0.1789528083371303,9.418955735007595,0.3023284482042741,-0.8489276947428497,-0.12535671633650658,-0.7235709784063431,0.021235976804271892,0.5312018934253978,0.03554225394645046,0.057689583836185505,0.34023455392772184,0.039952170695109285,0.14959154710328068,0.7862563889643728,0.22231920281130232,0.20768250181026782,0.7381154481798479,0.28765562900478686
TFAP2B,List A,TC0600008231.hg.1,TC0600008231.hg.1,transcript_cluster_core,chr6,+,50818723.0,50847613.0,10,5.522770671358303,0.061298579802149464,5.559821475453776,0.1567734316507807,5.4470622542987,0.12647069664435084,-0.11275922115507608,-0.037050804095473566,-0.07570841705960252,0.3894281839595695,0.7320295773736448,0.4219867592519319,0.042210038437674485,0.6971013698893074,0.412223508611239,0.550184198405224,0.8500988640468133,0.6076609333227819,0.20768250181026782,0.7842390411254708,0.5948001975039252
TFAP2C,List A,TC2000007830.hg.1,TC2000007830.hg.1,transcript_cluster_core,chr20,+,56629302.0,56639283.0,10,7.192545229172633,0.32897481835492437,6.677492393385361,0.28957824909122704,9.136405879388159,0.0786282521310407,2.458913486002798,0.5150528357872721,1.9438606502155258,0.0027702991357234155,0.11264070532123037,0.006864349269040669,0.005309535151684814,0.06132470627635554,0.013428842202405778,0.033243589628680986,0.745282448101511,0.12355828684273204,0.09557163273032665,0.45198486763255524,0.241719159643304
TFAP2E,List A,TC0100007778.hg.1,TC0100007778.hg.1,transcript_cluster_core,chr1,+,35573370.0,35595328.0,10,6.0372919599567405,0.18426769512601543,5.94443710442589,0.1153514700747482,6.260818245810337,0.2105027371718374,0.31638114138444706,0.0928548555308506,0.22352628585359646,0.10374852806446347,0.5077538212093662,0.2397731009982133,0.05768153788907473,0.402257314021238,0.029718050078196945,0.32430474773526524,0.7862563889643728,0.4269499673333347,0.20768250181026782,0.7381154481798479,0.28765562900478686
TP73,TP73,TC0100006620.hg.1,TC0100006620.hg.1,transcript_cluster_core,chr1,+,3652520.0,3736201.0,10,12.790238846819049,0.21112965408769857,6.548609868266124,0.2402145773917233,13.251278508810046,0.04131742183313142,6.702668640543922,6.241628978552925,0.46103966199099666,0.00030202669888566163,5.35300985790252e-06,0.05846147916122954,0.0005829779615456814,8.986109726382422e-05,0.0822795979599554,0.01087296115988382,0.00019270835488449073,0.25729123102412627,0.020987206615644533,0.003234999501497672,0.40852555319550415
