symbol,list_name,transcript_cluster_id,feature_label,feature_type,seqname,strand,start,stop,n_probes,DNp73beta_mean_log2,DNp73beta_sd_log2,GFP_mean_log2,GFP_sd_log2,TAp73alpha_mean_log2,TAp73alpha_sd_log2,log2FC_TAp73alpha_vs_GFP,log2FC_DNp73beta_vs_GFP,log2FC_TAp73alpha_vs_DNp73beta,p_TAp73alpha_vs_GFP,p_DNp73beta_vs_GFP,p_TAp73alpha_vs_DNp73beta,p_paired_TAp73alpha_vs_GFP,p_paired_DNp73beta_vs_GFP,p_paired_TAp73alpha_vs_DNp73beta,q_TAp73alpha_vs_GFP,q_DNp73beta_vs_GFP,q_TAp73alpha_vs_DNp73beta,q_paired_TAp73alpha_vs_GFP,q_paired_DNp73beta_vs_GFP,q_paired_TAp73alpha_vs_DNp73beta,max_abs_variant_log2FC_vs_GFP
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145797.hg.1,probeset_region,chr1,+,3728129.0,3728217.0,6,12.91621294257927,0.27993976455584124,7.33423661432107,0.12760631835099306,13.268193324933792,0.03774639284303119,5.933956710612722,5.581976328258199,0.35198038235452245,4.731669181543126e-05,0.00011918395371820973,0.1590933715048071,0.0002584232822917078,0.0002503967502856051,0.19461149563355826,0.00027798556441565865,0.0005601645824755857,0.2116058981990675,0.001279842173886378,0.00147108090792793,0.26073588985241647,5.933956710612722
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145805.hg.1,probeset_region,chr1,+,3732763.0,3733079.0,6,7.423134865662846,0.330209581841782,7.484400151090416,0.13846284107067436,13.393186819836293,0.04966678306990645,5.908786668745877,-0.06126528542756926,5.970051954173447,3.485237512330201e-05,0.7883971941723485,0.0008106910134362407,0.00015552232371024256,0.8150764396063596,0.0008158590487384049,0.00027301027179919905,0.9037723933195214,0.0034638616028639375,0.001279842173886378,0.9121093490833072,0.004260597254522781,5.908786668745877
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145790.hg.1,probeset_region,chr1,+,3707576.0,3707791.0,6,12.985619532797886,0.21342639422413326,7.6014025672597425,0.40277075080736335,13.415579943044925,0.03407716008468978,5.8141773757851825,5.384216965538143,0.42996041024703935,0.0014936011073115657,0.00023411302381462598,0.06977587574250538,0.0015995739459946049,0.001323448953608404,0.09160896439961887,0.0029108751014018685,0.0009169426766072852,0.14906664363171604,0.0032686945852933233,0.004206722338286742,0.17317108092057082,5.8141773757851825
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145798.hg.1,probeset_region,chr1,+,3729327.0,3729448.0,6,13.406957858259682,0.10524404735353178,7.816123771129203,0.20712203540584517,13.541584379094552,0.04460576359032509,5.725460607965348,5.590834087130479,0.13462652083486937,0.00025391424829876143,3.3247226796497315e-05,0.1442683800448087,0.00026991299054808754,0.000138338476342024,0.06494912773708728,0.0007092780501357155,0.00017362440660393042,0.2054731473365457,0.001279842173886378,0.001401893143342596,0.1606636317706896,5.725460607965348
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145781.hg.1,probeset_region,chr1,+,3682333.0,3682365.0,6,8.24618969754983,0.18963971097880233,8.526831943762108,0.3419423383966553,13.161048062659896,0.0320824969401715,4.634216118897788,-0.2806422462122775,4.9148583651100655,0.00167220484548618,0.2989433028847689,0.00035700070685497343,0.001810200596538219,0.09631071001105573,0.0005402592216868762,0.0029108751014018685,0.4390729761120043,0.002097379152772969,0.003419300788638207,0.18860847377165083,0.0036274547741833117,4.634216118897788
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145780.hg.1,probeset_region,chr1,+,3652565.0,3652641.0,6,8.558111778372016,0.29959645764757087,8.896266875662894,0.28821333467663723,12.729568941055161,0.05317369223775516,3.8333020653922674,-0.338155097290878,4.171457162683145,0.0013925123884644508,0.23175781440849894,0.0012917578071611245,0.0012536397454887267,0.08944905011587666,0.001254105721005033,0.0028455687938186603,0.40110201088915914,0.005059384744714405,0.0029460534018985077,0.1827871893672262,0.00581502934915896,3.8333020653922674
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145779.hg.1,probeset_region,chr1,+,3652520.0,3652564.0,6,7.272895206670458,0.119986977333754,7.446415416218422,0.044114780649550864,9.42254630969952,0.177655287073639,1.9761308934810975,-0.17352020954796465,2.149651103029062,0.0016416527460597938,0.11629609152841053,0.0001573041459314736,0.004056075099742641,0.1493249638453535,0.0018163009190689315,0.0029108751014018685,0.2484507409925134,0.0010561849798256084,0.00654592681424002,0.25993604817524496,0.006566626399710752,1.9761308934810975
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145786.hg.1,probeset_region,chr1,+,3690906.0,3690944.0,6,6.834625360553326,0.10127950040369449,6.930209556771527,0.04132376828916107,7.2937760982492605,0.21980843486605472,0.3635665414777334,-0.09558419621820136,0.45915073769593473,0.09856384459627646,0.23895438946588204,0.05071219984286698,0.12891855225400883,0.11494051882951875,0.12456256105555243,0.125202721514189,0.40110201088915914,0.11917366963073739,0.1683103321094004,0.21608817539949526,0.201877254124516,0.3635665414777334
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145785.hg.1,probeset_region,chr1,+,3690707.0,3690905.0,6,5.8170309594315555,0.10138195890520948,5.949189421095312,0.07102927904800804,6.275588305304171,0.032048527013766766,0.3263988842088592,-0.13215846166375655,0.45855734587261576,0.00692922610762478,0.14641780324903295,0.010312913688675247,0.010524261814861569,0.2603519381422828,0.012819349189260166,0.009868897789647413,0.2867348646960229,0.02851217313927862,0.014989100160560416,0.38239190914647786,0.035441730111483986,0.3263988842088592
TP73,TP73 probe pattern,TC0100006620.hg.1,PSR0100145809.hg.1,probeset_region,chr1,+,3733293.0,3733367.0,6,7.712108321513415,0.27113930815698434,7.573637849891867,0.29111561313212414,7.8445742016507465,0.2759742063207762,0.27093635175887965,0.1384704716215479,0.13246588013733174,0.3071756923552177,0.5792604622374025,0.5850678513919971,0.39351510907666076,0.007085301965744821,0.6410382274789838,0.3437442271594103,0.7358173439231869,0.639492767800555,0.44036214587150135,0.017526799599474032,0.7006696905002846,0.27093635175887965
